ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE
41063,1,4,63,2,20,1,2,7,7,1,4,4,4,4,3,2,2,4,1,0,1,0,1,1,2,3,3,2,4,1,0,1,3,0,3,sadness,4,4,0410634,"My guinea-pig had been ill for a couple of days.  One evening, 谩 when I came home I enquired as to how it was doing.  My mother's 谩 expression told me that it had died.  My knees refused to support 谩 me and I began to weep convulsively.",1
41063,1,4,63,2,20,1,2,7,7,1,5,3,1,1,1,0,1,3,0,0,0,0,2,1,1,3,2,3,3,1,3,2,0,2,0,disgust,1,1,0410635,"I happened to see two boys fighting, one of them fell down and 谩 hurt his head.  The other one used this to spank the head of the  boy on the ground.",1
41063,1,4,63,2,20,1,2,7,7,1,6,3,3,2,1,2,2,1,1,0,0,0,0,2,3,3,3,3,1,3,2,1,1,0,2,shame,3,2,0410636,"I had been away all night without having told my parents about 谩 it.  In the morning when I came home, my mother looked tired.  谩 She said that she had been awake all night because of me and that 谩 she was angry and disappointed.",1
41063,1,4,63,2,20,1,2,7,7,1,7,3,1,1,0,1,1,2,0,0,0,0,1,3,1,3,2,2,1,5,2,1,2,3,1,guilt,1,1,0410637,"I had not written to, or called my grandmother, who was lonely, 谩 for a long time.  My mother asked me to call her on her behalf 谩 and when I did so, my grandmother was delighted and she told me 谩 that she had been waiting for some news from us.",1
41064,1,4,64,2,25,1,2,6,1,2,1,1,2,4,1,0,2,1,1,1,0,0,0,1,1,1,2,1,2,4,1,2,3,3,0,joy,2,4,0410641,When I was sick my husband bought me a piece of cake.,1
41064,1,4,64,2,25,1,2,6,1,2,2,1,4,4,2,2,0,2,1,0,1,0,1,1,1,3,2,0,2,1,1,0,0,3,3,fear,4,4,0410642,I saw a man who had had a heart-attack and who was being 谩 treated for it.  I feared that my own father could have been 谩 there.,1
41064,1,4,64,2,25,1,2,6,1,2,3,2,3,3,2,2,0,1,1,0,0,0,0,2,1,3,3,3,3,1,1,1,0,0,2,anger,3,3,0410643,"When I saw a big man hit another one, and nobody did anything.",1
41064,1,4,64,2,25,1,2,6,1,2,4,2,3,2,1,1,0,1,0,0,1,0,0,1,3,3,2,0,0,1,1,0,2,1,2,sadness,3,2,0410644,"When my sister left to go home, in Sweden, after the Christmas 谩 Holidays.",1
41064,1,4,64,2,25,1,2,6,1,2,6,2,1,1,1,0,0,0,1,0,0,0,0,2,0,3,2,0,1,5,1,2,2,2,0,shame,1,1,0410646,"I feel guilty as I am not working, and even my studies are not 谩 progressing.",1
41069,1,4,69,2,34,1,2,4,6,2,1,1,1,3,0,0,1,1,0,1,0,0,0,1,2,1,1,1,2,1,1,3,3,2,0,joy,1,3,0410691,"When my red-cheeked, content child runs to meet me in the yard of 谩 the kindergarten and gives me a moist kiss on my cheek.",1
41069,1,4,69,2,34,1,2,4,6,2,2,4,3,3,3,0,0,2,1,0,0,0,2,2,1,3,0,0,2,1,2,2,3,2,0,fear,3,3,0410692,A neighbour's girl had disappeared and many people were looking 谩 for her.  Someone had gone to notify the police.  Something had 谩 certainly happened to her.,1
41069,1,4,69,2,34,1,2,4,6,2,3,2,3,4,2,0,2,3,1,0,0,1,2,1,1,3,3,0,2,1,3,2,2,3,0,anger,3,4,0410693,"Without my permission, my son had made popcorn after coming back 谩 from school.  The consequences were a spoilt kettle and chaos in 谩 the kitchen but what could have happened with the hot grease ?",1
41069,1,4,69,2,34,1,2,4,6,2,4,4,4,3,1,1,1,2,1,1,1,0,0,2,1,3,0,3,4,1,0,2,3,2,2,sadness,4,3,0410694,The death of a close relative.,1
41069,1,4,69,2,34,1,2,4,6,2,5,1,4,3,3,0,0,1,1,0,0,0,1,2,2,3,2,3,2,3,3,2,3,1,0,disgust,4,3,0410695,One of my fellow students used questionable and unfair means to 谩 advance her studies faster than others.  I detested her.,1
41069,1,4,69,2,34,1,2,4,6,2,6,3,1,2,1,0,2,1,1,0,0,0,0,2,1,3,3,0,2,4,3,2,1,1,0,shame,1,2,0410696,My friend told me in a fairly loud voice the blunders she 谩 committed last night.,1
41069,1,4,69,2,34,1,2,4,6,2,7,3,4,4,3,1,0,2,0,0,0,0,2,1,1,3,3,3,4,1,3,2,1,3,1,guilt,4,4,0410697,I stopped my car in front of a pedestrian crossing as a child was 谩 crossing the street.  The car driving in the next lane did not 谩 stop and the child got hurt.  Had I not stopped ...,1
41070,1,4,70,2,28,1,2,6,6,1,1,1,4,4,2,1,2,2,1,1,1,0,2,1,1,1,2,1,2,4,1,3,2,3,2,joy,4,4,0410701,"After my vacations, one day after a lecture it occured to me to 谩 buy a rose for my mother.  We went together to a pub and my 谩 mother told me that she would be getting married next Spring.  I 谩 did not known about it and so was all the more glad.",1
41070,1,4,70,2,28,1,2,6,6,1,2,1,1,4,3,1,0,2,0,0,0,0,2,2,1,3,2,2,4,5,0,0,2,2,1,fear,1,4,0410702,"I work at a day care centre, and one day when the children were 谩 outdoors a four-year old boy disappeared from the yard.  I was 谩 not looking after them then, but as the manager it was me who was 谩 responsible.",1
41070,1,4,70,2,28,1,2,6,6,1,4,0,4,4,2,1,0,1,0,0,1,0,0,2,2,3,2,1,0,4,1,2,2,0,2,sadness,4,4,0410704,"The fact that my mother is getting married again (my mother and 谩 father divorced about 15 years ago) means that she will probably 谩 move to Turku, and our home, which is a one family house, will be 谩 sold (I myself have not been living at home for the past six 谩 years).",1
41070,1,4,70,2,28,1,2,6,6,1,5,1,2,2,1,1,1,0,0,0,0,0,0,2,1,3,2,0,3,4,2,2,2,0,1,disgust,2,2,0410705,"While travelling in a bus, there were three people sitting behind 谩 me (two men and a woman).  They were drunk and the conversation 谩 was unbelievable (about fucking, fellatio, etc...).  They tried 谩 to get others to take part in the conversation.  I loathed it and 谩 felt like crying.",1
41070,1,4,70,2,28,1,2,6,6,1,6,4,4,4,0,1,0,1,0,0,1,0,0,1,1,3,3,1,1,1,3,1,1,2,2,shame,4,4,0410706,"When I was seven years old, I stole a chewing-gum from a big 谩 glass bowl on the counter of a nearby shop, and I got caught.",1
41070,1,4,70,2,28,1,2,6,6,1,7,2,1,2,2,0,2,0,0,0,0,0,1,2,3,3,2,1,1,5,2,1,3,2,0,guilt,1,2,0410707,"I am the secretary of an association, and during the last meeting 谩 I forgot to take the minutes.",1
41071,1,4,71,2,20,1,1,7,1,1,1,3,4,2,0,0,1,1,1,1,0,0,1,1,3,1,2,1,0,4,1,3,2,0,0,joy,4,2,0410711,"I had been away from home for a long time and when I came home I 谩 was delighted.  It was wonderful to see familiar, dear people and 谩 I was rejoycing in advance.  I had been feeling very lonely.",1
41071,1,4,71,2,20,1,1,7,1,1,2,4,2,2,0,0,0,1,1,0,1,0,0,0,1,3,0,0,0,1,0,2,0,0,1,fear,2,2,0410712,"I awoke at night and did not remember dreaming about antthing in 谩 particular.  I just felt oppressing fear, it was dark and all the 谩 others were sleeping.",1
41071,1,4,71,2,20,1,1,7,1,1,3,4,1,3,1,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,2,0,anger,1,3,0410713,"One winter day I, unwillingly, was outdoors with my younger 谩 brother (10 years younger than me).  I lost my temper on him and 谩 wanted to throw my brother down the snow bank we were on.  I 谩 pushed him but not as hard as I had wanted to. We were alone the 谩 two of us.",1
41071,1,4,71,2,20,1,1,7,1,1,5,2,3,1,0,0,0,2,0,0,0,0,0,2,1,3,0,0,0,3,0,2,0,1,0,disgust,3,1,0410715,"I was on my way home by bus.  A man who had drunk a fair amount of 谩 alcohol started talking, trying to hug and pat a woman sitting 谩 next to him.  Fortunately it was not me.",1
41071,1,4,71,2,20,1,1,7,1,1,6,4,4,3,3,0,2,2,0,0,0,0,1,3,0,3,2,1,1,1,1,1,2,0,0,shame,4,3,0410716,I gave a wrong answer at school.,1
41071,1,4,71,2,20,1,1,7,1,1,7,3,3,2,0,1,0,0,1,0,0,0,0,2,1,3,3,1,1,3,0,0,0,0,1,guilt,3,2,0410717,"When my little brother asked me to play with him, I told him that 谩 I had no time and that I would play with him the next day. 谩 However, the next day I said the same thing.",1
41072,1,4,72,1,20,1,2,8,7,2,1,1,3,3,3,1,1,1,1,0,0,0,1,2,3,1,2,0,4,4,1,3,2,0,1,joy,3,3,0410721,"When, after a long time, I saw a girl with whom I was in love.",1
41072,1,4,72,1,20,1,2,8,7,2,2,3,2,3,2,1,0,0,0,0,0,0,1,3,2,3,3,1,1,3,2,1,0,0,1,fear,2,3,0410722,When I was walking on a fairly out-of-the-way street.,1
41072,1,4,72,1,20,1,2,8,7,2,3,3,2,3,0,1,0,0,0,0,0,0,1,3,1,3,3,2,2,3,1,2,2,2,1,anger,2,3,0410723,"A friend of mine had promised to arrange me some tickets for a 谩 concert which I considered important.  He could not get them the 谩 way he thought he would, so he gave up the whole thing.",1
41072,1,4,72,1,20,1,2,8,7,2,4,1,2,2,1,0,0,1,0,0,1,0,1,3,2,3,3,1,4,1,1,1,0,0,1,sadness,2,2,0410724,I was sad when I saw that a beautiful girl was not attainable.,1
41072,1,4,72,1,20,1,2,8,7,2,5,1,1,2,0,0,0,1,0,0,0,0,1,2,2,3,2,1,0,4,2,2,2,0,0,disgust,1,2,0410725,"I heard somebody talk about studies in a highly enthusiastic 谩 \student-like\"" way.""",1
41072,1,4,72,1,20,1,2,8,7,2,6,3,2,2,1,1,2,2,0,0,0,0,2,2,2,3,2,1,1,3,0,2,2,2,1,shame,2,2,0410726,"While attending some affairs, which were taking some time, with 谩 a bank officer, I felt that my clothes and appearance were out of place, too 谩 raggy.",1
41072,1,4,72,1,20,1,2,8,7,2,7,3,3,2,0,1,0,0,0,0,0,0,0,2,2,3,2,1,1,3,2,0,3,0,1,guilt,3,2,0410727,"One evening I went out with some friends of mine, although I was 谩 supposed to stay at home with my little sister who is 11.",1
41073,1,4,73,1,21,1,2,5,6,9,1,1,3,2,0,0,2,2,0,1,0,0,0,1,2,1,2,1,4,4,1,2,3,1,0,joy,3,2,0410731,While watching an entertainment program in which there was a clever  谩 and amusing sketch.,1
41073,1,4,73,1,21,1,2,5,6,9,2,4,1,1,1,0,0,0,0,0,0,0,0,1,1,3,2,3,2,5,3,2,2,1,0,fear,1,1,0410732,"When I was in the army, a room mate of mine came back from 谩 furlough and threatened another fellow with a knife.",1
41073,1,4,73,1,21,1,2,5,6,9,3,4,2,2,2,0,0,0,0,0,0,0,0,3,2,3,2,3,2,4,1,2,2,0,0,anger,2,2,0410733,"The last day of school is traditionally celebrated by singing a 谩 song about all the students who are leaving.  In the song 谩 about me, there were things which irritated me a lot.",1
41073,1,4,73,1,21,1,2,5,6,9,4,3,3,3,0,1,0,0,0,0,0,0,0,2,1,3,2,1,3,4,1,2,2,0,1,sadness,3,3,0410734,"I worked for seven months in a factory, and made friends with a 谩 fellow worker.  Later, I visited my former fellow workers and was 谩 told that, while in the army, my friend had shot himself.",1
41073,1,4,73,1,21,1,2,5,6,9,5,4,1,1,1,0,0,2,0,1,0,0,0,1,3,3,2,2,2,5,1,2,2,0,0,disgust,1,1,0410735,The behaviour of a fellow towards me and some others in the army 谩 was really mean.  I detested this.,1
41073,1,4,73,1,21,1,2,5,6,9,6,4,3,3,0,0,1,0,0,0,0,0,0,3,2,3,2,1,1,4,1,1,1,3,0,shame,3,3,0410736,"I tried to date a girl, but she refused.",1
41073,1,4,73,1,21,1,2,5,6,9,7,3,2,3,1,1,1,1,1,0,0,0,2,2,1,3,2,1,1,4,2,2,2,0,1,guilt,2,3,0410737,"While doing some calculation exercises, I neglected a part of it, 谩 though I had marked it as done.  By chance, I was asked to 谩 demonstrate this very part on the blackboard.",1
41074,1,4,74,1,22,8,2,4,6,2,1,4,4,4,1,0,0,2,0,0,0,0,1,1,3,1,1,0,1,5,1,3,2,3,0,joy,4,4,0410741,"In the army, my result at the shooting exercises got 谩 me a three day furlough.",1
41074,1,4,74,1,22,8,2,4,6,2,2,4,2,4,2,0,0,2,0,0,1,0,3,3,1,3,3,3,2,2,1,1,1,0,1,fear,2,4,0410742,"When I was 8 years old, I would usually come home from school 谩 with my mother in a car.  For the first time I had to take the 谩 school bus, and I mistook the bus stop and found myself two 谩 kilometres away from where I lived.  I was very scared, wondering 谩 how I would get back home.",1
41074,1,4,74,1,22,8,2,4,6,2,3,1,1,3,1,0,0,2,0,0,0,1,2,1,1,2,2,3,3,1,3,2,2,3,0,anger,1,3,0410743,I read in the newspaper that the Student Lodging Fund was going 谩 to build new appartments for refugees (in my opinion this is the 谩 state's affair).  This is when only a fractoin of the students 谩 can find an appartment.,1
41074,1,4,74,1,22,8,2,4,6,2,4,1,1,2,0,1,1,1,0,0,0,0,0,2,1,1,2,1,0,4,0,2,2,0,1,sadness,1,2,0410744,I lead a rather secure life.  The only thing I can remember is a 谩 song from the nineteenth century which is against alcohol.  Both 谩 the melody and the word (although naive) effected my emotions.,1
41074,1,4,74,1,22,8,2,4,6,2,5,1,2,4,2,0,0,2,1,0,0,0,0,1,1,3,2,3,3,1,3,2,1,0,0,disgust,2,4,0410745,"Yesterday in the elevator a man started smoking, this is 谩 something I just can not tolerate.",1
41074,1,4,74,1,22,8,2,4,6,2,6,4,3,3,4,1,2,2,1,0,0,0,0,3,1,3,3,3,1,1,1,1,1,0,1,shame,3,3,0410746,In primary school I once faltered while answering a question and 谩 the others started laughing.,1
41074,1,4,74,1,22,8,2,4,6,2,7,1,1,2,3,0,2,1,0,0,0,0,0,3,3,3,3,3,1,4,1,1,2,0,0,guilt,1,2,0410747,[ Generally when I am shopping I feel like I were guilty of all 谩 the thefts through the year (I have never stolen).],1
41075,1,4,75,1,21,1,2,5,6,9,1,4,4,4,3,0,2,2,1,0,0,0,1,1,3,1,1,1,3,1,1,3,3,0,0,joy,4,4,0410751,When my favourite football team made a goal and was about to 谩 win the Cup of England.,1
41075,1,4,75,1,21,1,2,5,6,9,2,4,1,4,0,0,0,1,0,0,1,0,0,1,1,3,3,0,4,4,1,1,0,0,1,fear,1,4,0410752,I was less than 10 years old when our neighbour's dog chased me 谩 to the roof of a small shed and there seemed to be no hope of 谩 getting away from there.,1
41075,1,4,75,1,21,1,2,5,6,9,3,1,1,4,2,0,2,2,0,0,0,1,2,1,2,3,3,3,0,5,2,3,1,0,0,anger,1,4,0410753,"While playing a ball game, I was just about to make a goal when I 谩 was thrown off my feet, and I failed to score the goal.",1
41075,1,4,75,1,21,1,2,5,6,9,4,3,4,2,0,1,0,0,0,0,0,0,0,2,1,3,1,3,4,4,0,0,0,0,1,sadness,4,2,0410754,"When I heard about the death of Frantois Truffaut, the French motion  谩 picture director, on the radio.  I had planned to go and see his 谩 last film.",1
41075,1,4,75,1,21,1,2,5,6,9,6,3,4,3,2,0,2,1,1,0,0,0,0,3,2,3,2,0,1,5,2,1,0,1,0,shame,4,3,0410756,I had misbehaved at a party and did not wish to meet the person 谩 in question later.,1
41075,1,4,75,1,21,1,2,5,6,9,7,1,1,3,1,1,0,2,0,0,0,0,0,2,1,3,3,1,1,5,0,1,1,0,1,guilt,1,3,0410757,"While playing a ball game, I made a mistake and we lost the game.",1
41076,1,4,76,1,25,1,2,2,0,2,1,1,2,2,3,0,2,1,0,0,0,0,0,1,3,1,2,0,0,4,0,2,2,2,0,joy,2,2,0410761,When I was in the sauna bath.,1
41076,1,4,76,1,25,1,2,2,0,2,2,2,3,1,0,1,2,1,0,0,0,0,0,1,1,3,2,1,1,4,1,2,2,0,1,fear,3,1,0410762,I had a dream in which I was an African elephant.,1
41076,1,4,76,1,25,1,2,2,0,2,3,1,1,1,1,1,0,1,1,1,0,0,0,2,1,2,1,2,4,1,1,2,2,3,1,anger,1,1,0410763,"When I came for the lesson, it was cancelled and I had to fill in 谩 a questionnaire instead.",1
41076,1,4,76,1,25,1,2,2,0,2,4,2,3,2,3,1,2,1,0,0,0,0,1,1,1,3,3,1,4,5,0,0,2,1,1,sadness,3,2,0410764,"When my car froze, and I could not start it.",1
41076,1,4,76,1,25,1,2,2,0,2,5,1,1,2,0,1,0,1,0,0,0,0,0,2,2,2,2,2,4,3,2,2,2,0,1,disgust,1,2,0410765,When I saw our computer teacher.,1
41076,1,4,76,1,25,1,2,2,0,2,6,1,1,1,1,1,2,1,0,1,0,0,0,2,2,3,2,1,1,1,1,1,2,1,1,shame,1,1,0410766,"When I was going downhill on skis, and fell down twice the first 谩 time.",1
41076,1,4,76,1,25,1,2,2,0,2,7,3,1,1,2,1,0,1,1,0,0,0,0,2,1,3,3,2,1,5,1,1,2,1,1,guilt,1,1,0410767,When I was involved in a car crash.,1
41077,1,4,77,1,22,1,2,7,7,7,1,2,1,1,0,0,0,1,0,1,0,0,0,2,3,1,1,1,1,4,1,3,2,0,0,joy,1,1,0410771,I passed an exam which I thought I had failed.,1
41077,1,4,77,1,22,1,2,7,7,7,2,4,2,2,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,1,2,2,0,0,0,fear,2,2,0410772,My mother had not come home at midnight.  She had forgotten to 谩 tell me about it.  I was very young and all alone at home.,1
41077,1,4,77,1,22,1,2,7,7,7,3,2,1,3,2,0,0,1,1,0,0,1,1,1,1,3,2,2,2,5,1,2,2,2,0,anger,1,3,0410773,My girlfriend started singing (she cannot sing) and did not stop 谩 despite my asking her to do so.,1
41077,1,4,77,1,22,1,2,7,7,7,4,4,4,3,0,1,0,1,0,0,1,0,0,3,3,3,2,1,0,4,0,2,2,0,2,sadness,4,3,0410774,When my grandmother died of cancer.,1
41077,1,4,77,1,22,1,2,7,7,7,5,4,1,2,0,0,0,0,1,0,0,0,0,1,2,3,0,1,3,4,0,2,2,1,0,disgust,1,2,0410775,"When I was still a child, I saw a horror film on TV in which 谩 there was a rotten human skull.",1
41077,1,4,77,1,22,1,2,7,7,7,6,4,2,3,1,0,2,0,1,0,0,0,0,3,1,3,3,1,1,2,2,2,1,0,0,shame,2,3,0410776,"As a small boy, I took a coin from an empty taxi cab.  My mother 谩 saw it and told the driver about it.  I even knew the driver.",1
41077,1,4,77,1,22,1,2,7,7,7,7,4,4,2,0,0,0,0,0,0,0,0,1,3,2,1,2,2,1,3,3,2,1,0,0,guilt,4,2,0410777,When I betrayed my former girlfriend.,1
81001,1,8,1,2,22,2,2,6,6,1,3,2,3,4,1,0,1,3,0,0,0,1,0,2,1,3,3,0,2,3,0,1,2,1,0,anger,3,4,0810013,"New Year's Eve party in the country, I hardly knew a person; my 谩 partner spent most of the time at the bar. I had little 谩 opportunity to get to know people because our table was separated 谩 and my boyfriend's parents were present.",1
81001,1,8,1,2,22,2,2,6,6,1,4,2,3,3,0,1,0,1,1,0,0,0,0,2,3,3,2,0,0,1,3,0,2,0,1,sadness,3,3,0810014,"Christmas Eve: there was a tension between my parents, they did 谩 not even try to restore a harmonic atmosphere. Mother stayed in 谩 her room almost the whole day. I felt alone and was very sad.",1
81001,1,8,1,2,22,2,2,6,6,1,5,1,4,4,0,0,0,1,0,0,0,1,0,1,1,3,0,3,2,3,3,0,1,3,0,disgust,4,4,0810015,"Father said: If you are pregnant, you will have to procure 谩 abortion. I was filled with disgust against my father.",1
81001,1,8,1,2,22,2,2,6,6,1,6,3,4,4,0,1,2,0,1,0,0,0,0,2,2,3,3,0,1,3,3,1,1,0,1,shame,4,4,0810016,"I had an intimate relation with my boyfriend, but unfortunately 谩 we had sexual problems; therefore I deceived him, but I was 谩 ashamed when I told my friend about it.",1
81001,1,8,1,2,22,2,2,6,6,1,7,1,2,2,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1,5,0,0,2,1,0,guilt,2,2,0810017,I work at a commercial house from 7 to 10 a.m. On a very cold day 谩 in winter I was late - and let a fellow worker stand in the cold 谩 for half an hour.,1
81002,1,8,2,2,21,1,2,6,6,1,1,2,4,4,1,0,0,2,1,0,0,0,1,1,2,1,1,1,4,4,0,3,2,3,0,joy,4,4,0810021,"After one year of searching, my friend and I have found a flat we 谩 are able to pay for.",1
81002,1,8,2,2,21,1,2,6,6,1,2,4,2,4,3,0,1,2,1,0,1,0,2,1,1,3,2,3,4,1,0,2,0,0,1,fear,2,4,0810022,Car accident in the middle of the night.,1
81002,1,8,2,2,21,1,2,6,6,1,3,4,3,4,3,1,0,1,1,0,0,0,1,2,2,3,3,3,3,5,0,1,1,0,1,anger,3,4,0810023,"At the weekend I wanted to be absent from school because of a 谩 sports event, but my teacher refused to give me the day off 谩 because he didn't like me.",1
81002,1,8,2,2,21,1,2,6,6,1,4,4,3,4,0,0,0,1,0,0,1,0,0,1,1,3,2,0,4,4,0,0,0,0,1,sadness,3,4,0810024,"When I was six years old, my favourite cat died.",1
81002,1,8,2,2,21,1,2,6,6,1,5,3,1,3,1,0,0,1,0,0,0,0,0,1,1,3,2,0,4,1,0,2,0,1,0,disgust,1,3,0810025,A gigantic spider climbed over my face and what is more - in my 谩 own flat.,1
81002,1,8,2,2,21,1,2,6,6,1,6,4,4,4,0,1,0,3,1,1,1,0,0,3,0,3,3,0,1,2,0,1,0,0,2,shame,4,4,0810026,I was very fat and felt absolutely unwell. I was afraid of 谩 leaving the house and getting to know new people.,1
81002,1,8,2,2,21,1,2,6,6,1,7,3,4,4,0,2,0,1,1,0,1,1,0,3,1,3,0,2,3,3,3,1,1,0,3,guilt,4,4,0810027,I was said to be responsible for my mother getting ill and 谩 growing thin. I did not realize that it really was my fault until 谩 several weeks later.,1
81003,1,8,3,1,22,2,1,7,6,1,1,4,4,4,3,1,2,4,1,1,0,0,2,1,1,1,1,1,4,4,1,3,0,0,1,joy,4,4,0810031,"I won a car in a prize-competition. The moment I was informed 谩 about it, I felt joy.",1
81003,1,8,3,1,22,2,1,7,6,1,2,3,4,2,0,0,0,2,0,0,0,0,0,2,2,3,2,0,4,3,0,0,3,0,0,fear,4,2,0810032,"My sister had to undergo a very complicated operation, her 谩 eyesight was at stake.",1
81003,1,8,3,1,22,2,1,7,6,1,3,1,1,4,2,0,0,3,0,0,0,1,1,1,2,3,3,2,2,1,0,2,2,0,0,anger,1,4,0810033,I had a quarrel with my parents; I was convinced to be right.,1
81003,1,8,3,1,22,2,1,7,6,1,5,4,2,3,3,0,0,3,0,0,0,0,1,1,3,3,0,0,3,1,3,1,1,0,0,disgust,2,3,0810035,"Scuffle in a carriage of the underground in Vienna, three drunk 谩 men thrashed a man in a wheel chair - I watched the scene from 谩 another carriage.",1
81003,1,8,3,1,22,2,1,7,6,1,6,3,4,1,2,0,2,2,1,0,0,1,0,3,3,3,3,1,4,2,2,1,1,0,0,shame,4,1,0810036,I put an end to a friendship with a girl - I had only pretended 谩 love and affection to be able to sleep with her.,1
81003,1,8,3,1,22,2,1,7,6,1,7,3,4,1,1,1,1,0,0,0,0,1,0,3,1,3,2,1,1,4,3,2,1,0,1,guilt,4,1,0810037,A young girl tried to put an end to her life because of lover's 谩 grief; not until she was in hospital I heard that I had been the 谩 reason for her action.,1
81004,1,8,4,2,18,2,2,2,1,1,1,3,4,4,2,0,1,2,0,1,0,0,2,1,1,1,1,1,4,1,0,3,3,0,0,joy,4,4,0810041,"In order to be admitted to my final examination, I had to pass 谩 two examinations. As I had not studied very much, I resigned 谩 myself to be left behind. Nevertheless I succeeded in these 谩 examinations.",1
81004,1,8,4,2,18,2,2,2,1,1,2,4,4,4,3,1,2,3,1,0,1,1,2,3,1,3,3,3,1,3,0,1,1,3,2,fear,4,4,0810042,"I had not told my parents about my bad marks in school. One day, 谩 my father wanted to speak to the teachers. Fortunately I could 谩 influence my parents to take it easy.",1
81004,1,8,4,2,18,2,2,2,1,1,3,3,3,4,1,0,2,2,0,0,1,1,2,1,2,3,3,3,2,5,0,1,1,3,1,anger,3,4,0810043,"I wanted to go to a friend of mine who had a party; at the moment 谩 I wanted to leave, my father said I couldn't go because he needed 谩 me for some work in the afternoon.",1
81004,1,8,4,2,18,2,2,2,1,1,4,3,3,2,2,0,2,2,1,0,0,0,1,1,2,3,3,0,4,1,0,2,3,0,0,sadness,3,2,0810044,"A friend of mine, who had repeated a year at school once before, 谩 did not pass the final examination and had to take it again half 谩 a year later.",1
81004,1,8,4,2,18,2,2,2,1,1,5,2,3,3,1,1,0,3,0,0,0,1,2,3,1,3,2,1,2,5,2,3,1,3,1,disgust,3,3,0810045,"Eco-activists demonstrated against a project to build a power station 谩 at the Danube in the middle of a lowland forest (Hainburg) and 谩 the government decided to delay it for another year. When my 谩 father heard about it, he said that we needed another Hitler.",1
81004,1,8,4,2,18,2,2,2,1,1,6,4,2,3,1,1,0,1,0,1,0,0,1,1,2,3,0,3,2,2,2,2,1,3,1,shame,2,3,0810046,There was a time when my room looked terribly untidy; just at 谩 that time my aunt came to see me; fortunately I could prevent her 谩 from entering the room.,1
81004,1,8,4,2,18,2,2,2,1,1,7,2,3,3,2,0,2,1,0,0,0,1,1,3,2,3,3,2,1,2,1,2,1,3,0,guilt,3,3,0810047,"I was supposed to fetch some friends at the bus stop, but I did 谩 not do it because my father was in a bad mood and I was afraid 谩 that he would grumble.",1
81005,1,8,5,2,24,1,2,7,1,1,1,1,4,4,1,0,2,2,1,1,0,0,0,1,3,1,0,0,2,4,0,3,3,3,0,joy,4,4,0810051,My boyfriend returned after a long absence.,1
81005,1,8,5,2,24,1,2,7,1,1,2,3,1,4,4,0,0,1,0,0,0,0,0,1,1,3,0,1,4,5,1,2,0,0,0,fear,1,4,0810052,My car skidded on the wet street.,1
81005,1,8,5,2,24,1,2,7,1,1,3,1,1,2,1,1,2,1,1,0,0,0,0,1,2,3,3,2,2,1,2,1,2,1,1,anger,1,2,0810053,"I wanted to see a friend, I had been looking forward to it and 谩 had certain expectations, but he did not pay any attention to me, 谩 played cards with other people.",1
81005,1,8,5,2,24,1,2,7,1,1,4,3,4,3,0,2,1,3,1,0,1,0,1,1,3,3,3,3,2,5,2,3,1,3,3,sadness,4,3,0810054,A good friend quitted me after he had behaved in a strange 谩 manner.,1
81005,1,8,5,2,24,1,2,7,1,1,5,3,2,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,3,3,3,2,0,0,0,disgust,2,3,0810055,In broad daylight I saw an untidy old man pissing and playing 谩 with his penis in the middle of the town.,1
81005,1,8,5,2,24,1,2,7,1,1,6,2,1,4,2,1,2,2,0,0,1,0,3,1,2,3,3,1,1,5,3,1,1,3,2,shame,1,4,0810056,Somebody who knows me very well discovered that I had told him a 谩 lie.,1
81005,1,8,5,2,24,1,2,7,1,1,7,1,3,2,1,0,0,0,0,0,0,0,0,3,2,1,2,1,1,3,3,1,1,0,0,guilt,3,2,0810057,"When my boyfriend was away, I flirted with his best friend; I 谩 felt guilty the next day.",1
81006,1,8,6,2,22,1,2,8,1,1,3,1,1,3,2,0,0,3,0,0,0,0,2,1,2,3,2,2,4,5,0,2,1,3,0,anger,1,3,0810063,"Recently a good friend only called me when he needed something. 谩 He never said \please\"" or \""thank you\"" or any other kind word.""",1
81006,1,8,6,2,22,1,2,8,1,1,4,4,4,3,1,1,1,4,1,0,1,0,0,2,1,3,3,2,4,2,0,1,0,0,2,sadness,4,3,0810064,"My favourite horse died. We had tried our best to save him, but 谩 it was hopeless, he had to be shot.",1
81006,1,8,6,2,22,1,2,8,1,1,5,3,3,3,1,1,0,2,0,0,0,0,0,1,1,3,2,1,3,1,0,0,0,3,1,disgust,3,3,0810065,I read a book about the sexual phantasies of women; I read about 谩 a woman having sexual intercourse with a dog.,1
